,51356,51356,51357,51357,51358,51358,51359,51359,51367,51367,51467,51467,51468,51468
,wrf,sta,wrf,sta,wrf,sta,wrf,sta,wrf,sta,wrf,sta,wrf,sta
2004/1/1,0,0.5,0,0.4,0,0.1,0,0.1,0,0.1,0,0,0,0
2004/1/2,0,0.2,0,0.1,0,0.3,0.100217819,0.01,0,0.2,0,0,0,0
2004/1/3,0,0.1,0,0.01,0,0.01,0,0.01,0,0.2,0,0,0,0
2004/1/4,0,0.5,0,0.4,0,0.1,0,0.01,0,0.1,0,0,0,0
2004/1/5,0,0.5,0,0.01,0,0.1,0,0.1,0,0.2,0,0,0,0
2004/1/6,0,0.3,0,0.01,0,0.1,0,0.01,0,0.1,0,0,0,0
2004/1/7,0,0.01,0,0,0,0.01,0,0.01,0,0,0,0,0,0
2004/1/8,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0
2004/1/9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/1/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/1/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/1/12,2.795345306,1.2,2.205633163,1.4,2.842340469,1.1,2.707206726,0.9,3.196054459,0.5,0,0,3.840494156,0.3
2004/1/13,0.278514862,1.2,0.246084213,1.7,0.243812561,1.5,0.261428833,1.4,1.241062164,2.3,0,0,0,0.3
2004/1/14,2.24540329,4.2,2.04221344,3.3,2.640932083,4,2.279777527,3.1,2.823925018,4,0,0,0.349773407,0.1
2004/1/15,0,0.4,0,0.5,0,0.2,0,0.01,0,0.4,0,0,0,0
2004/1/16,0,0.3,0,0.01,0,0.1,0,0.1,0,0.01,0,0,0,0
2004/1/17,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0
2004/1/18,0.269289017,0.01,0.353076935,0,0.352184296,0,0,0,0,0,0,1.9,2.519180298,1.2
2004/1/19,0.107513428,0,0.376167297,0,0.320388794,0,0.135002136,0,1.093105316,0.5,0,2,1.1472435,3.2
2004/1/20,0,0.01,0,0.01,0,0.01,0,0,0,0.01,0,0,0,0
2004/1/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/1/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/1/24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/1/25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/1/26,0,0,0,0,0,0,0,0,0,0,0,0,0.264560699,0
2004/1/27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/1/28,0.178062439,0,0.826129913,0,0.306556702,0,0.197917938,0,0.15536499,0,0,0,0,0
2004/1/29,1.585639954,3.1,1.152524948,2.8,1.821773529,2.9,2.004833221,2.3,3.785919189,1.5,0,0,0,0
2004/1/30,0,0.01,0,0.01,0,0,0,0,0,0.01,0,0,0,0
2004/1/31,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.1
2004/2/1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
2004/2/2,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0
2004/2/3,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0
2004/2/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/2/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/2/6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/2/7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/2/8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/2/9,0,0,0,0,0,0,0,0,0,0,0,0,2.33316803,0.2
2004/2/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
2004/2/11,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
2004/2/12,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
2004/2/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/2/14,1.345149994,5.8,1.746547699,3.6,2.914287567,4.8,1.050228119,3.1,0.636325836,2,0,0,1.405303955,0
2004/2/15,0,0.9,0,0.8,0,0.8,0,1.3,0,0.4,0,0,0,0.2
2004/2/16,0,0.2,0,0.5,0,0.3,0,0.01,0,0.01,0,0,0,0
2004/2/17,8.735404968,3.1,7.899330139,2.4,10.15879822,3.3,7.786502838,3.8,5.251415253,6.1,0,0,0,0.1
2004/2/18,3.363460541,5.6,6.22082901,5.1,5.664051056,6.6,2.957454681,3.6,5.58864212,3.4,0,0.5,5.808330536,2.3
2004/2/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
2004/2/20,0,0,0,0,0,0,0,0,0,0,0,0.01,0.299194336,0.1
2004/2/21,0,0,0,0.01,0,0,0,0.01,0,0.01,0,0,0,0
2004/2/22,0,0.01,0,0.01,0,0.4,0,0.01,0,0.01,0,0,0.294914246,0
2004/2/23,0,0.7,0,0.3,0,0.5,0,0.6,0,0.8,0,0,0,0
2004/2/24,0,0,0,0.01,0,0.01,0,0,0,0.01,0,0,0,0
2004/2/25,0,0.01,0,0.01,0,0.1,0,0.01,0,0.01,0,0,0,0
2004/2/26,2.038047791,0,2.164020538,0.1,2.859237671,0.01,1.787387848,0.01,2.605106354,0,0,0,3.017871857,0
2004/2/27,2.545089722,6.4,2.148933411,2.8,4.674438477,4.5,1.634048462,5.7,2.656723022,7.3,0,0,0,1.5
2004/2/28,0,0,0,0.01,0,0.01,0,0.01,0,0.1,0,0,0.152812958,0.1
2004/2/29,0,0,0,0,0,0,0,0,0,0,0,0,0.472728729,0.3
2004/3/1,0,0,0,0,0,0,0,0.01,0,0.01,0,0,1.964305878,0.3
2004/3/2,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
2004/3/3,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
2004/3/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/3/5,0,0,0,0,0,0,0,0,0,0,0,0,0.129974365,0
2004/3/6,0,0,0,0,0,0,0,0,0,0,0,0,1.350730896,0
2004/3/7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/3/8,5.759662628,0,5.764640808,0,4.139369965,0,6.986129761,0,21.41819763,0,0,0,0,0
2004/3/9,0.196235657,8,0,7,0,7.1,1.494804382,6.6,6.324699402,8.4,0,0,0,0
2004/3/10,0,0,0,0,0,0,0,0,1.086997986,0,0,0,0,0.1
2004/3/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/3/12,0,0,0,0,0,0,0,0,0,0,0,0,0.229644775,0
2004/3/13,0,0,0,0,0,0,0,0,0,0,0,0,0.106254578,0
2004/3/14,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0
2004/3/15,0,5.2,0,6.4,0.306625366,5.9,0,3.9,0.692901611,1.9,0,0,2.786140442,0.01
2004/3/16,0,5.8,0,6.6,0,7.1,0,4.2,0,1.1,0,0,0.99288559,0.2
2004/3/17,0.393161774,0,0.779361725,0,0.863578796,0,0.38123703,0,0.422958374,0,0,0,0,0.1
2004/3/18,1.444274902,3.1,1.691799164,3.4,2.316421509,3.8,1.466438293,1.8,2.153236389,1,0,0,1.576808929,0.5
2004/3/19,0,0.1,0,0.2,0,0.3,0.123664856,0.1,0,0.01,0,0,6.97013092,0
2004/3/20,2.49180603,0.01,1.378349304,0.01,2.372329712,0.3,2.463401794,0.01,2.369262695,0.01,0,0,2.119895935,0
2004/3/21,1.138126373,2.7,1.03408432,5,1.440132141,4.7,1.193351746,2,2.845855713,0.01,0,0.4,0.398727417,0.3
2004/3/22,0,0,0,0.01,0,0,0,0,0,0,0,0,2.752784729,0
2004/3/23,0,0.3,0,0.5,0,0.8,0,0.01,0,0.01,0,0.1,1.305511475,1.2
2004/3/24,0,0,0,0,0,0,0,0,0,0,0,0,0.524681091,0
2004/3/25,0,0,0,0,0,0.01,0,0.01,0,0.1,0,0,5.047531128,0.1
2004/3/26,0,2.4,0,2.7,0,2.7,0,3.1,0.185180664,10.8,0,0,8.266784668,1.2
2004/3/27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/3/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/3/29,0,0,0,0,0,0,0,0,0,0,0,0,0.138969421,0
2004/3/30,0,4.3,0,2,0,2.4,0,6.1,0,4.4,0,0,4.241798401,0.1
2004/3/31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2004/4/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/4/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/4/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/4/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/4/5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/4/6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/4/7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/4/8,0.422290802,0.5,1.406223297,0.4,0.658912659,1.2,0.240570068,0.1,0.978782654,0.1,0,0,0,0
2004/4/9,0,5.5,0,2.9,0,5.2,0,4.1,0,5.8,0,0.01,3.557411194,1.3
2004/4/10,0,0,0,0,0,0,0,0,0,0,0,0,3.952964783,0.8
2004/4/11,0,4.5,0,5.8,0,3.9,0,5.2,0,0.01,0,0,6.888954163,1.4
2004/4/12,0,0.6,0,0.1,0,0.1,0,3,0,5.3,0,0,0.464187622,0.7
2004/4/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/4/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/4/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/4/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/4/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/4/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/4/19,0.48248291,0,0.61341095,0,0.422294617,0,0.755828857,0,2.979881287,0.01,0,0,0,0
2004/4/20,1.274414063,0.01,0.716125488,0.1,1.326583862,0.01,1.225479126,0.01,1.014015198,0.4,0,0,0,0.01
2004/4/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2004/4/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/4/23,0,0,0,0,0,0,0,0,0,0,0,0,0.267738342,0
2004/4/24,0,0.01,0,0.01,0,0.01,0,0.1,0,0.1,0,0.8,2.462112427,1.9
2004/4/25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/4/26,2.2787323,0,1.053535461,0,2.125747681,0,2.264648438,0,0,0,0,0,0,0
2004/4/27,9.887062073,13.4,13.25480652,16.5,15.4857254,15.8,7.634689331,17.4,9.001823425,9.2,0,0,8.822937012,2.8
2004/4/28,0,1.2,0.325843811,2.2,0.186561584,2.5,0,2.9,0,0.2,0,0,0.701126099,1.5
2004/4/29,0,0,0,0.1,0,0,0,0,0,0,0,0,5.812850952,0.4
2004/4/30,0,0,0,0.01,0,0.01,0,0,0,0,0,0.6,1.457237244,3.4
2004/5/1,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0.145233154,0.1
2004/5/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/5/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/5/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/5/5,0,0,0,0,0,0,0,0,0,0,0,0.01,2.04335022,0.3
2004/5/6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9
2004/5/7,11.04832458,0,11.45895386,0,11.6721344,0,9.054199219,0,0.948280334,0,0,0,0,0
2004/5/8,34.02696991,25.6,38.29444122,32.3,39.63346863,32.8,29.14696503,16.8,16.60669708,17.4,0,0,5.668289185,0.7
2004/5/9,0,0,0,0,0,0,0,0,0,0.1,0,0,3.156784058,0
2004/5/10,0,3.8,0,5.2,0,4.5,0,3.2,0,1.6,0,0.01,18.32048035,2.3
2004/5/11,0,4,0,0.1,0,1.3,0,0.01,0,0,0,4.3,10.71746826,10.1
2004/5/12,0,1.4,0,0.01,0,0.01,0,0,0,0.01,0,0.2,11.85346985,1.2
2004/5/13,0,0,0,0,0,0,0,0,0,0,0,0,0.104476929,1.5
2004/5/14,0,0,0,0,0,0,0,0.01,0,0.1,0,0,4.779296875,0.2
2004/5/15,0,0,0,0,0,0,0,0,0,0,0,0.01,0,2.1
2004/5/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
2004/5/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
2004/5/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/5/19,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
2004/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
2004/5/21,0.96131897,0.01,0,0.8,0,0.01,1.613334656,0.01,0,0.01,0,0,1.570007324,2
2004/5/22,0.729980469,3.8,1.197097778,2.8,1.052627563,3.5,0.953132629,9.4,4.157989502,4.2,5.235670567,8.5,57.18280029,10.9
2004/5/23,0,0.01,0,0,0,0,0,0.5,0,0.01,0,0,0.861206055,4.1
2004/5/24,0,0,0.170120239,0.01,0,0,0,0,0,0,0,0,0,0.6
2004/5/25,0,0,0,0.01,0,0,0,0,0,0.01,0,0.6,20.08638,1
2004/5/26,0,7.7,0,4.4,0,7.4,0,0.5,0,0.3,2.429895401,1.2,16.61624146,2.7
2004/5/27,0,0,0,0.1,0,0,0,0,0,0,0,0,1.188537598,5.1
2004/5/28,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
2004/5/29,0,0,0,0,0,0,0,0,0,0,0,0.4,0.93069458,2.6
2004/5/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/5/31,0,0.01,0,2.2,0,0.01,0,0.01,0,0.2,0,0,0,0
2004/6/1,0,0.1,0,0.2,0,1.2,0,0,0,0.2,0,0,2.505950928,1.5
2004/6/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2004/6/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/6/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/6/5,0,0,0,0,0,0,0,0,0,0,0,0,0.419372559,0
2004/6/6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/6/7,0,0,0,0,0,0.01,0,0,0,0.01,0,0,2.998596191,0
2004/6/8,0,0.3,0,0.01,0,0.1,0,0.01,0,0,0,0.01,10.7276001,0.9
2004/6/9,0,0.01,0,0.5,0,0.1,0,0.01,0,0.01,0,0.01,4.276885986,0
2004/6/10,0.155174255,0.01,0,0.7,1.144485474,0.2,0.167602539,0.01,0,0.9,0,0,3.436309814,2
2004/6/11,0,0.01,0,0,0,0,0,0,0,0.4,0,1,2.472808838,6.6
2004/6/12,0,0,0,0,0,0,0,0,0,0,0,0,1.252746582,0.4
2004/6/13,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
2004/6/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/6/15,0,0,0,0,0,0,0,0,0,0,0,0,3.124389648,1.6
2004/6/16,0,0,0,0.01,0,0.01,0,0.01,0,0.01,0.113668442,0,3.697631836,4.9
2004/6/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/6/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/6/19,0,0,0,0,0,0,0,0,0,0,0,0,5.063720703,0.5
2004/6/20,0,0,0,0.01,0,0,0,0,0,0,0,3.9,6.334655762,1.5
2004/6/21,0,0.01,0,0.01,0,0,0,0.01,0,0.01,0.478121281,3.8,5.253448486,1.1
2004/6/22,0,0,0,0,0,0,0,0,0,0,0,0.01,0.133422852,0.01
2004/6/23,0,0.01,0,0.01,0,0,0,0,0,0,0,0.1,5.437408447,0.4
2004/6/24,0,0.5,0,0.5,0,0.1,0,0.7,0,1.6,0,40,7.36239624,25.1
2004/6/25,0,0,0,0,0,0,0,0,0,0,0,0,4.868865967,0
2004/6/26,0,0,0,0,0,0,0,0,0,0,0,4.8,5.285949707,3.2
2004/6/27,0,0.6,0,0.1,0,0.7,0,1,0,3.6,0.146512985,18.4,13.22937012,3.5
2004/6/28,0,0,0,0,0,0,0,0,0,0,0,0.01,6.004974365,0.3
2004/6/29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
2004/6/30,0,0,0,0.01,0,0,0,0,0,0.01,0,0,5.060821533,0.01
2004/7/1,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,2.448019981,0.01,0,1.3
2004/7/2,0,0,0,0,0,0,0,0,0,0.01,0,0,0.199371338,4.2
2004/7/3,0,0,0,0,0,0,0,0,0,0,0,0,15.70245361,7.1
2004/7/4,0,0,0,0,0,0,0,0,0,0,0,0.01,0.618133545,1
2004/7/5,12.61850739,0.6,11.47293091,0.8,8.581802368,0.4,17.26699066,2,13.09196472,0.01,0,0,3.4324646,0.3
2004/7/6,0.388702393,3.1,2.207489014,1,3.47114563,0.1,1.301437378,0.7,15.23789978,3.2,0,2.1,13.89916992,6.8
2004/7/7,0,12.1,0,1.5,0,5.5,0,9.2,0,12.2,0,0.01,0,0.8
2004/7/8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
2004/7/9,0,0.01,0,0.2,0,0,0,0,0,0.01,0,0,3.832305908,0.01
2004/7/10,0,0,0,0,0,0,0,0,0,0,0,0.2,1.608642578,1.8
2004/7/11,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2.7
2004/7/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/7/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2004/7/14,0,0,0,0,0,0,0,0,0,0,0,0.01,0.301086426,0
2004/7/15,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
2004/7/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2004/7/17,0,0,0,0,0,0,0,0,0,0,0,0,0.270935059,0.6
2004/7/18,0,1,0,9.5,0,0.5,0,0.4,0,0.01,0,0.5,1.034698486,0.7
2004/7/19,10.38723755,31.4,5.5052948,21.5,7.163635254,29.4,15.42869568,38.4,12.7805481,16.4,0,10,17.51937866,11
2004/7/20,1.932998657,9.4,1.50352478,2.1,2.268844604,9.6,2.132568359,10.2,11.20419312,12.2,2.38805294,0.3,19.19500732,17.6
2004/7/21,0,0,0,0,0,0,0,0,0,0,0.729346275,22,17.22763062,11.8
2004/7/22,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.6
2004/7/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004/7/24,0,0.1,0,0.3,0.727020264,0.3,0,0.1,0,0.1,0,2.5,7.960296631,5.6
2004/7/25,0,4,0.428588867,3.4,0.111419678,5.8,0,2.8,0,0.1,0,0.3,9.766357422,4.4
2004/7/26,0,0.7,0.16746521,0.1,0.288040161,0.1,0,1.9,0,2.2,0,0,21.05984497,5.5
2004/7/27,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
2004/7/28,0,0,0,0,0,0,0,0,0,0,0,0,0.157287598,2
2004/7/29,0,0,0,0.01,0,0,0,0.01,0,0,0,0,6.991821289,0.2
2004/7/30,0,0.01,0,0.01,0,0.01,0,0.01,0,0.1,0.241613388,0,16.14459229,5.7
2004/7/31,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0.246534348,18.6,30.77270508,28.1
2004/8/1,0,0,0,0,0,0,0,0,0,0,0,0,4.15234375,0
2004/8/2,0,0,0,0,0,0,0,0,0,0,0,0,5.349914551,0
2004/8/3,0,0.01,0.486679077,0.3,0,0.01,0,0.01,0,0.1,0,0.01,0.242553711,0
2004/8/4,0.32182312,0.3,0,0.3,0.548660278,0.2,0.11126709,0.1,0.270736694,0.6,0,2.8,12.29443359,7
2004/8/5,0,0,0,0,0,0,0,0,0,0,0,0,7.23638916,1.8
2004/8/6,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,1,5.64074707,0
2004/8/7,0.192062378,0.5,0.606842041,1.2,1.545043945,0.2,0.130249023,0.01,1.948684692,0.01,0.366997719,1.1,20.20349121,5.5
2004/8/8,1.266983032,5.7,4.702056885,9.7,4.330337524,7.7,0.52986145,20.3,0,11.6,0,0.01,0,1.7
2004/8/9,0,0.01,0,0.01,0,0,0,0,0,0,0,0,6.292358398,0
2004/8/10,0,0,0,0,0,0,0,0,0,0.01,0,15.1,1.290100098,6.7
2004/8/11,0,0,0,0.01,0,0,0,0,0,0,0,0.5,0.333007813,1.7
